deathscases10k,pctpov,pctmale,pctwhite,pctblack,pctasian,pcthispanic,pct_highschool_or_less,pct_Adults_with_Diabetes,pct_Adults_with_Obesity
171.2583768,20.7,47.18310795,33.288449,58.545464,3.1586222,3.5156336,38.27190018,14,38
81.86694269,15.3,49.27575175,75.335252,12.659439,0.6625297,8.4533416,46.32993031,13,32
115.3402537,41.8,46.8380744,29.551423,67.527354,0.59080962,1.4442014,54.08804893,16,43
149.9423299,23.5,49.89467349,53.866988,39.823452,0.310964,4.7547396,55.66057396,15,35
113.6925358,26.6,48.28723979,55.792189,37.314776,2.0847082,2.4056632,50.78246307,12,36
240.9638554,17.7,48.65126513,75.335532,19.361936,0.34763475,2.9086908,55.24213791,17,37
21.48227712,20.1,48.01751441,45.983973,44.756928,0.79957079,5.6160331,47.62075996,19,45
65.73908604,8.4,48.33871872,77.531093,12.891097,2.2173597,5.7786722,27.15658092,11,35
112.8807793,13.2,49.64144774,85.601532,9.3257412,0.86481003,2.5076108,51.01751614,14,37
282.6855124,31.3,45.71743755,24.552833,71.412814,2.0171775,1.1504215,48.66469002,21,43
145.2081317,19.9,48.32890715,62.496871,32.567519,0.63511548,2.3588214,53.39060402,16,39
413.8513514,20.3,48.47766501,68.780404,26.779762,0.58275922,2.3507914,52.05288315,16,36
118.0420186,17.4,48.14921187,61.22033,31.844661,1.5767479,3.8844291,41.54475498,12,35
262.4073018,19.7,48.72000126,88.923419,6.0633171,0.5336598,2.5647063,55.6853199,14,40
202.7027027,21,49.18182928,65.117842,23.330078,0.88533396,1.5813896,60.43539429,17,33
215.1755379,31.1,47.5769267,26.649103,70.734918,0.23524982,1.411499,63.01658821,20,48
152.4390244,16.2,49.26035503,93.693995,0.79458999,0.30853762,3.1952664,59.40195847,20,38
0,15.4,67.53911807,8.5917495,10.412518,42.788053,14.708392,57.98929691,13,51
0,8.5,65.52507426,23.204613,6.4826138,39.664513,13.821423,49.57596207,10,44
51.70902717,9.2,50.89696712,57.316369,5.4480035,9.8638944,9.2979304,29.51842499,8,32
37.08281829,27.8,51.47123408,9.6453667,0.91128675,0.93324548,2.4264382,65.51372528,6,31
0,5.8,53.36374002,43.443558,0.79817558,1.368301,7.5256556,42.99212551,15,42
0,16.9,55.65808645,79.990286,2.1369597,5.3423993,3.2054394,27.5353421,5,25
82.6446281,17.2,50.36,15.22,0.71999999,0.86000003,3.7599999,50.91537094,10,36
38.7755102,8.1,53.86426327,69.254631,4.9004253,3.3626013,8.3670974,28.13278055,6,30
0,9,49.39369442,77.405012,0.60630557,1.0105093,3.2336298,32.64864922,7,27
29.12621359,7.9,50.79874194,64.263695,1.2144614,6.8508081,6.7947559,25.23381138,7,27
41.62042175,12,52.08685699,80.079615,0.6560402,1.7238138,4.2557191,38.56977701,8,33
0,10.5,51.02744647,63.17718,0.94841216,8.3273456,5.7766922,36.93217134,9,38
21.92982456,9.3,53.17347321,49.112028,1.0266017,21.641064,8.8347696,39.90373898,8,34
26.0756193,40.5,52.67975431,3.5168011,0.40949057,0.48175356,2.5773816,77.13216972,5,23
0,15.9,51.22873346,22.306238,1.0081915,3.1505987,3.5286706,56.20914841,10,38
25.18495199,10.3,51.91617879,78.9527,1.1458043,1.6838584,5.060868,40.12700748,9,34
0,23.1,52.62789768,14.928058,0.76938448,1.4488409,2.5079936,56.557971,7,40
25.06265664,9.3,62.24675851,30.996758,1.4586709,5.9258509,4.2949758,53.23597336,8,40
0,25.1,53.98253161,10.885152,1.0689611,0.82127489,3.7804719,64.12449455,11,42
0,8.2,52.77864017,71.220118,2.1421919,3.2288108,6.0229741,42.05011272,8,25
149.2537313,15.2,54.76487076,45.484272,0.51385863,0.96543133,3.6904391,47.09445953,14,45
0,7.5,50.8846999,61.084771,0.9367411,7.7599168,6.9850817,32.67165709,8,27
0,5.3,52.00348432,81.358886,0.69686412,2.5261324,5.4878049,34.48673534,6,33
73.89162562,10.8,55.14599595,72.882336,1.63342,2.3417173,6.374675,44.3559103,10,33
58.65102639,8.1,52.41161065,69.107378,0.89480579,4.6486251,5.3033609,35.44753122,11,35
0,7.8,51.77786656,66.919696,0.4794247,3.2760687,2.9964043,48.72727299,14,43
191.3875598,25.1,52.9754083,21.813403,0.80720857,0.37544584,2.7782992,54.21266556,9,31
318.6340414,35.3,49.16594726,18.124983,0.50544431,0.39265924,6.3911557,51.83652496,17,34
173.7967914,17.2,50.78488601,54.857618,3.9465174,2.0485919,35.633826,36.71995354,11,30
188.7470789,18.9,49.40708696,53.990787,1.2509275,1.9474428,14.272614,31.51901722,8,24
298.870932,22.5,49.44237228,61.982965,0.63463785,0.84247245,18.738519,41.52809525,15,31
157.9925651,21.3,53.27537298,50.99811,1.4603908,0.55946629,33.13984,43.46578979,10,35
100,11.9,51.3656016,45.755562,1.697775,0.80143418,47.295159,46.65186119,12,29
239.0710383,22.1,51.28448194,56.673616,0.89581953,0.64461087,28.083232,54.20793533,14,30
158.9398634,14.7,49.46282146,54.902053,5.4661442,4.3072451,31.27844,34.66777134,9,27
273.6021634,17.5,50.57456454,76.915771,1.0713434,1.1314722,16.830827,49.27679062,14,32
302.7620397,28.5,50.05296754,41.695866,0.80220923,0.6165965,11.452759,46.93796539,15,34
153.0450793,17.8,49.22233568,51.431417,3.3891749,3.0917943,37.551066,33.86342621,8,25
132.7353611,14.2,52.09062974,56.56755,4.5218702,1.6469188,30.425954,43.49881268,13,33
163.278907,24,48.31760229,14.858851,0.39560534,0.52460707,83.444774,52.06129265,8,27
192.5965191,14,48.84673244,80.357599,0.69355541,1.0646873,14.675443,34.79154205,11,23
189.6513922,20.1,51.52832252,30.417484,1.8917823,1.2101185,64.312583,52.45479965,14,37
228.3105023,20,48.3595025,69.458044,24.458326,0.82165571,3.2753672,54.98671722,19,31
164.9646504,20.2,48.74289135,68.302906,24.498653,0.19954105,5.5123217,60.3825531,15,43
343.8256659,14,48.28563877,94.461662,0.35080132,0.50217449,2.5156779,47.57513714,17,34
148.6653902,9.9,49.73515084,72.970712,1.7893825,3.9639335,16.864875,40.59583569,9,29
264.4885259,14.9,49.20757737,93.601918,0.3628602,0.68036285,2.6120597,45.97621536,15,34
117.0212766,23.2,48.69230063,55.27209,27.236855,0.23859779,15.710746,60.25266075,16,46
42.73504274,15.6,50.44532879,72.238016,21.22418,0.28425241,4.0742848,60.45197868,17,29
144.7178003,15,49.77146299,79.194272,0.54919748,1.4279134,15.242887,49.65746403,9,28
212.7659574,29.2,50.50776011,38.9155,53.410614,0.6035639,5.7865493,57.30412483,10,39
153.1728665,19.8,47.3777254,68.437517,24.110422,0.5802094,4.8819184,40.23232746,15,27
227.7904328,22.6,48.86509059,95.177478,0.74762576,0.17511955,2.1351114,59.42992973,15,43
307.4433657,14.6,49.17684759,94.700581,0.36451032,0.46865614,2.4193872,56.88760567,12,37
297.7232925,19.4,49.61336992,84.29783,11.461711,0.13719132,2.3946121,56.97490597,17,36
261.6464582,25.2,48.23044568,59.136677,35.34435,1.0324171,2.8975656,55.84203053,16,36
122.5114855,18.2,49.11205782,81.317312,11.311091,0.40687378,4.0208701,56.79967022,19,37
134.9608018,18.4,48.57311299,75.597376,16.029219,1.2021224,5.1806409,45.25694466,14,38
130.307796,15.9,49.29817367,83.816987,1.4036527,1.5818693,8.0449797,52.3002634,15,35
169.0206066,22.2,47.60043027,41.475323,53.661412,0.66195028,2.6209094,52.16197777,20,41
258.2496413,16.7,48.23698729,72.739267,22.721276,0.75557688,2.0028783,57.85633659,17,39
228.2157676,14.3,49.41520468,53.063214,41.214147,0.22277918,3.3695351,60.1166172,8,39
115.4249738,29.1,47.22897846,44.518763,46.890202,0.57331482,6.4107016,63.54459572,14,38
131.2154696,21.4,48.85966827,66.117418,27.848101,0.62745526,3.8738541,48.37492657,19,41
120.7666054,16.8,48.86944538,79.980129,12.001827,1.2619586,4.1384228,38.62974358,10,35
229.7794118,21.9,50.01684447,91.482311,0.88714203,1.0275126,3.4194272,57.30215645,13,34
407.239819,23.9,49.07490423,95.02812,0.63574864,0.30972369,1.5323172,50.23161411,14,28
264.6143203,18.6,48.06664381,81.800026,8.5311741,0.8522097,5.8605805,42.31463528,15,30
112.0448179,14.5,49.40070376,92.33011,2.6775897,0.40686168,2.9140092,52.98742008,17,36
115.098172,16.3,49.17595146,92.644238,1.7826807,0.33976834,2.9233314,57.6178751,15,36
90.16393443,24.3,48.21305368,54.321331,29.635251,0.5197553,13.168667,54.2047596,18,29
151.2651265,17.6,52.35156227,82.47233,11.139135,0.37684343,3.5221506,53.1675806,18,36
162.7486438,19.2,48.09984259,63.705868,20.530695,0.53219399,12.570272,53.16023254,13,45
338.0588877,17.3,48.75789585,88.343328,2.202877,0.74313921,6.5422796,51.60018921,14,29
100.1540832,17.1,51.86493048,92.6727,2.0672405,0.47083059,2.5895681,54.23246574,13,35
77.9865296,23.3,49.65796205,76.598656,17.494498,0.46993042,2.8969128,62.3167038,24,43
189.0443584,23.2,49.42008985,38.608804,56.769532,0.82068294,2.1375928,52.7439003,16,41
109.7092704,22.4,49.59988034,78.939497,1.6677884,2.3820208,14.116371,61.76453781,13,40
116.9590643,22.2,49.13199641,59.233761,35.902426,0.44896738,2.7686322,60.51396942,29,46
222.3634053,17.7,49.36108069,94.833881,1.1804795,0.32250213,1.6794451,54.51954842,9,32
181.8181818,26,56.19365609,41.235393,53.878689,0.58987201,2.5041737,64.55433846,16,39
85.10638298,18.6,61.81723082,64.051408,30.254802,0.18680416,3.915415,66.21097374,16,33
462.8501827,15.8,48.15836443,72.626966,19.608957,0.47055008,3.7076101,55.69358349,21,38
77.51937984,21.1,49.92409256,90.357453,1.4123384,2.3830336,3.1053044,58.85426903,18,33
191.1444471,12.2,49.28520032,85.619831,6.2329445,0.88925697,4.7612581,47.55460548,13,43
117.0731707,16.8,49.93022268,89.339238,0.41259634,0.75844913,5.9826467,63.21674538,12,35
381.5580286,20.6,49.09101782,93.816531,0.53223297,0.66379621,2.2844158,51.00793648,17,29
90.94216079,21.2,49.11681042,68.572217,24.844009,0.46797576,3.5602864,48.85539818,12,34
213.9767812,25.8,48.68449768,58.233708,35.420355,0.45587914,4.1829336,57.69696426,17,41
147.3684211,28.1,46.50724638,54.260868,39.608696,0.72463769,2.9710146,62.42050743,17,39
365.8536585,18.9,49.46212461,90.239805,0.45943521,1.5575975,4.5607351,56.57245636,19,29
336.7003367,27.7,49.55560894,62.695169,30.687004,0.5164545,4.2157099,52.60906696,14,36
433.9963834,14.2,50.65983344,93.516976,0.512492,0.35874438,2.011531,48.89975452,11,32
197.080292,24.1,47.42861984,54.87588,39.803439,0.44056596,2.5247818,55.56776524,15,38
114.1552511,17,49.39142195,91.769707,2.0285934,0.31877898,3.1394899,56.82570457,15,33
197.7848101,33.2,47.01314549,34.610903,61.439902,0.47146264,2.068889,51.67097282,19,43
145.9854015,16.6,49.99531528,87.351263,3.279303,0.54342733,6.4086951,50.6843853,14,34
257.6891106,21.8,48.57762576,86.343539,8.2130641,0.27946942,3.2076415,62.74858665,21,42
334.6613546,24.5,48.71564667,87.645268,0.51872912,0.99256821,6.5838695,51.6259861,13,34
106.4610866,18.5,49.5640625,83.634377,3.1703126,1.1703125,9.3671873,50.712327,11,34
293.5779817,15.7,50.3220213,84.840226,11.716621,0.12385434,1.8206589,56.74138641,15,44
158.1380261,17,47.80762962,51.930583,37.205613,2.3018744,6.2445249,35.60549545,12,33
288.6597938,18.3,49.44283486,93.130153,0.99175395,0.37330065,2.1116558,53.2210598,19,35
137.5115695,8.5,48.9939961,83.943468,7.88908,1.3037284,4.9661919,40.72914028,13,30
187.0748299,22.1,50.74135091,84.349257,0.59114257,3.1301484,7.6557808,61.62308884,18,38
218.6878728,21.1,50.11309374,92.837399,0.37697915,0.37697915,2.676552,58.39806747,16,32
163.968888,20.3,48.85834384,68.999553,6.594757,4.5564488,14.605528,46.97668457,12,31
96.2000962,21,50.30631892,56.561059,3.675827,0.53678746,34.021822,60.94890404,14,33
282.1869489,21.6,49.34930324,93.418175,0.8292065,0.54704593,2.34366,57.41576576,20,38
73.31378299,26.6,55.12402217,39.824679,52.285862,0.60143876,5.4443963,55.69945335,18,43
352.9411765,22.5,49.249418,94.43686,0.36927029,0.46560168,2.0390142,53.7209816,21,39
300.6589786,20.1,48.65818126,60.747331,32.63303,0.61851456,4.1276902,50.58476162,14,35
107.6716016,18.8,49.71993013,93.507195,0.60230079,0.36138047,3.0657111,57.48263073,15,37
103.6414566,16.8,49.93859749,70.72683,3.375661,2.5919877,17.136154,40.72411442,9,30
145.3243471,17,48.67580373,87.888527,4.4559047,0.80023371,4.4012856,54.91703892,13,31
55.24861878,25,48.08936826,69.33744,25.932205,0.24653312,2.1417566,62.07636261,27,42
175.7322176,16.3,50.20199675,74.850243,1.5602508,1.1609009,20.534015,61.84727669,14,38
127.2984441,10.6,49.20015143,31.076589,10.290547,31.104729,22.38124,29.122118,7,19
0,19.8,53.40599455,64.123523,0.090826524,1.7257039,11.353315,36.88311768,7,23
99.29664874,9.7,54.40164538,77.406496,2.5112359,1.5311175,14.374222,37.45172405,14,30
129.9052774,20.1,49.44390632,71.63403,1.5333656,4.7639847,16.660325,33.25220776,10,27
194.5181256,11.7,49.77193983,80.698216,0.82452521,1.4560765,12.374457,37.83000469,12,31
59.215396,13.8,51.07504508,34.332085,0.95713688,1.3177972,60.331994,54.96819496,21,41
82.3156498,9.1,48.90242259,43.249306,8.7301068,17.391357,25.84343,27.78863335,9,24
26.31578947,22.5,54.57812275,62.36884,3.2916486,2.928705,20.037372,50.97230721,10,34
39.35599284,8.9,49.8699378,77.606225,0.8899821,4.5306746,12.922309,27.85270071,8,23
98.77675841,24.1,49.88093323,29.038316,4.6390787,10.244369,53.467119,46.75181389,11,31
96.02194787,18.8,50.75409135,50.754094,0.84144473,2.6455592,42.293292,52.40933609,10,32
124.7165533,20.3,49.7994471,74.134177,1.2099169,2.66915,11.84692,31.70565414,9,29
188.1708358,24.2,51.27676308,10.354898,2.4803797,1.196192,84.5617,54.59069252,9,35
350.262697,10.2,50.28075833,61.766833,0.96180579,1.4566075,22.655252,40.010602,9,28
74.23625107,22,51.26097836,33.502236,5.2060518,4.7022406,53.954661,53.702034,9,32
68.2636217,20.8,54.96346604,31.770015,6.1347991,3.9090682,54.96611,51.92431831,10,29
126.5822785,21,49.92078531,69.682521,1.7598087,1.1711348,21.305645,44.74432468,13,25
19.1856747,13.8,62.18752029,65.106159,7.8533858,1.2499188,19.219531,51.31992149,20,41
134.1911884,16,49.29875935,26.117989,7.9644904,14.749506,48.639634,41.4774437,8,22
111.5241636,20.8,48.20640317,33.663556,3.2833986,1.9933786,58.310288,52.98635101,12,36
141.8367347,7.6,48.90474687,71.454871,2.5143839,6.2826864,16.115317,17.21453953,5,17
158.7301587,14,50.96445538,79.674888,1.1562017,1.6141033,11.647873,33.76613808,7,24
101.6419077,18.5,49.54341027,64.670229,0.76821223,2.0409562,25.620392,38.5033474,8,32
133.7173421,22.7,50.45475224,27.139193,2.9763617,7.236366,60.210359,56.12764168,14,28
43.10344828,16.6,49.97151646,77.668905,1.0254073,1.1507349,14.218982,48.2047472,19,28
46.08294931,10.4,53.12982456,65.305263,0.71578948,2.1263158,27.550876,35.63010025,6,25
69.27743279,14.1,50.91599058,29.564458,2.5544429,5.7337794,59.131211,48.79746628,8,28
48.76349704,8.1,49.77298321,52.039564,2.0635935,8.3691373,34.501532,32.27349949,9,24
191.6443082,11.4,49.06917028,84.924167,0.49350024,1.303964,9.6734069,24.00394726,6,22
112.8185997,11.5,49.36650337,40.128431,1.6403805,20.898798,34.157625,31.75080204,9,19
90.87604507,8,48.87383664,72.059196,1.6383102,7.7281132,14.250576,23.4436779,7,21
25.12562814,11.7,49.77664327,83.391833,0.95192511,1.0210593,9.1788977,30.95517683,11,27
109.9400176,14.7,49.83662198,34.709138,6.1750691,6.474895,49.553853,44.81389236,9,27
130.7598413,15.8,48.8633495,44.221222,9.7640783,16.176447,23.447363,34.69705772,10,29
78.95453308,9.2,50.12106538,33.490419,0.87589584,2.8129417,60.574937,44.30412102,9,32
74.3400711,17.3,49.7765936,27.940652,8.1435695,7.121928,53.965896,46.31139755,9,29
98.54938391,12.5,50.32204091,45.204231,4.7029279,11.950897,33.958253,30.78665257,7,20
80.07921815,10.9,50.98612597,40.322879,5.0342746,35.322002,15.24547,23.58577919,7,18
142.8164009,15.9,49.84136263,31.041771,7.1065292,15.510988,41.92743,49.05370522,10,33
78.16968541,13.3,50.73483328,68.611318,1.7474737,3.6220554,22.806944,28.65819073,8,26
92.31770304,7,49.41985199,38.918322,2.2602966,29.362285,24.314368,25.26710129,8,21
92.00161003,14.8,50.0254184,44.065869,1.7855583,5.3898197,45.839557,36.86948395,9,25
101.6042015,7.9,50.62361618,31.049407,2.3580052,37.651387,25.315472,25.72238255,8,19
94.86798491,14.3,49.48861461,56.856573,0.97172344,4.6387486,34.069753,29.18111134,7,19
96.77419355,17.1,49.0818707,79.557323,1.0508776,2.9499,10.309376,34.29625988,11,24
0,8.3,50.58587211,82.825577,0.50217612,0.5691329,12.085705,39.29752111,7,25
93.53741497,19.4,49.70039338,75.674689,1.3470863,1.5048943,12.867075,35.25345707,13,32
50.99916736,10.4,49.70712702,37.6297,13.747565,15.271489,26.862362,35.38997459,10,30
100.042123,10.3,48.83046433,63.142526,1.602586,4.2476926,27.158952,29.96014595,7,22
164.1616032,16.1,49.52865964,41.137475,2.653438,5.3814463,46.985623,50.41789627,11,31
79.93850884,16,49.81251356,45.307675,2.1702977,16.349025,31.532845,45.16654396,10,32
121.3346815,21.5,49.663621,67.585582,0.73064649,1.2266099,25.691533,45.59178925,10,28
159.3625498,19.7,51.39210211,81.802952,0.51057041,1.3482249,7.5309135,42.4494772,8,34
121.4005921,25.5,50.0316618,28.08241,1.2349177,3.2923985,65.181887,54.70368576,9,37
70.89804186,13.3,51.88213939,79.783273,1.8683877,1.2211445,12.666166,37.57505226,10,33
66.4829748,9.6,49.51061557,44.963202,1.7663434,7.3917083,43.021411,34.10740376,9,21
134.7414421,19.6,48.43109143,46.252406,2.4776777,14.515354,31.878152,31.55910492,6,24
48.7429451,18,50.61826476,54.339385,3.5289142,6.8002716,28.737459,41.30285454,12,34
131.1223478,11.5,50.49544023,49.603608,3.1885173,4.062571,40.448904,44.83169174,8,28
256.684492,23.7,50.11688545,48.342624,1.3127135,1.0130073,45.807108,41.64674187,6,24
153.4181033,9,49.55552314,59.900033,10.514807,6.2650584,19.488341,28.22509003,7,22
0,10.7,50.11260443,76.803488,0.60297856,0.95168911,18.241918,28.68698883,5,24
52.91005291,19.2,50.20920502,84.490937,0.75313807,0.36262204,11.018131,41.75613403,15,31
115.7184185,22.9,65.4199252,56.562394,7.5994559,1.2240735,31.995919,63.98323822,8,30
123.7590099,12.5,50.31587534,77.594012,0.95559955,4.8439331,13.913849,16.69150019,5,15
235.3780314,5,49.72208988,76.642555,1.2892142,6.5817781,12.604848,17.51787567,7,20
205.8823529,10.1,52.8386678,85.209966,1.6178159,0.79892147,10.126329,33.4793539,7,16
561.7977528,11.5,50.85287846,84.434968,0.90618338,0.85287848,11.673774,45.14200401,12,24
71.68458781,5.5,52.75377408,88.235295,0.99947946,0.95783444,7.3711611,23.25108457,7,22
95.23809524,22.4,50.20731707,45.341465,0.41463412,0.46341461,51.731706,45.97048759,8,26
124.2236025,30.1,51.77638454,34.874609,0.80982232,1.2800418,60.266459,43.53741455,14,28
72.85974499,28.4,73.1649027,53.977466,10.464323,1.1949471,31.205189,56.47695255,6,31
0,15.3,51.57448526,89.907146,1.3322568,0.52482844,5.5106983,27.15110254,7,28
158.2278481,17.6,50.07915226,81.135917,0.61383387,0.73013925,15.40723,47.61584282,10,27
141.267213,13.8,50.1875806,54.478765,8.949995,3.9125349,29.667044,28.82382774,5,17
0,13.6,52.55544841,87.897784,0.33751205,0.24108004,6.219865,42.34621,6,21
124.5228709,3.5,49.92385698,81.912678,1.3594884,5.0724089,8.9746654,13.91549766,5,20
47.42145821,7,53.02493045,66.824871,0.99285366,1.1456003,29.823795,26.94714928,2,13
134.3012704,10.9,50.53119957,68.850583,6.068591,2.923839,17.457582,26.17542028,7,22
91.18541033,4.4,50.52126931,88.223881,1.2594171,0.93600182,7.1988434,27.40368891,6,28
40.75504076,15.3,57.72891027,78.828013,3.7983384,0.91001857,13.537827,49.26641941,8,27
72.25806452,8.1,51.08415593,67.918688,0.61067427,0.78802072,28.750208,38.95363617,4,23
80,4.1,52.47508577,87.338668,0.99656917,1.4540108,7.3027283,22.97379732,5,27
60.60606061,11.3,53.58454106,87.117553,0.87600648,0.80515295,9.0499192,32.19929218,5,18
86.20689655,13.2,53.92554795,87.127447,0.64362749,0.69581354,9.3528934,18.53598738,2,17
0,13,51.54130703,89.025897,0.61652283,0.61652283,6.0419235,29.01849222,5,24
652.173913,16,50.9943388,61.619973,0.78385836,0.58063581,33.952677,37.23159456,8,27
0,15.7,51.75125089,84.703362,0.07147963,0.71479627,12.580414,40.75975323,9,28
207.0015221,7.4,49.8582466,77.99539,1.1438509,2.9119337,15.49188,25.77231312,6,21
266.6666667,11.3,48.66232827,88.864785,0.43383949,0.21691974,8.8937096,39.95983934,9,30
206.4220183,10.1,50.00698032,77.872401,0.64218901,0.62822839,18.986458,48.11466122,9,31
125.7861635,8.7,50.45462618,78.366184,0.47771265,0.64997338,12.965725,24.46131802,5,18
0,16.5,53.7704499,60.403883,0.7285276,0.61349692,35.851228,42.02768135,7,25
94.04596331,12,49.92354173,82.490772,0.97512826,2.2869011,11.655607,23.11420012,5,20
118.5770751,18.2,52.20988761,53.519964,1.7306764,1.0204786,41.205269,41.62629414,10,29
37.73584906,13.4,58.41354724,77.219254,5.2762922,0.80213901,14.135472,63.56570339,9,30
166.7696109,15,55.88071349,77.141398,3.4931254,0.81753992,16.341509,44.15044689,11,38
147.9845389,15.7,49.42332922,81.146425,0.6984015,0.89552049,14.788489,37.06970978,8,24
238.0952381,12,49.61340206,90.206188,0.25773195,0.5154639,6.4432986,18.36441875,6,21
351.2014787,13.9,51.281468,80.360937,0.65210797,0.70518651,15.650591,50.05060101,8,26
129.9756296,16.1,49.31951984,72.023857,0.37082345,0.58490708,12.718862,39.22738075,12,28
146.641438,16.7,49.30828635,75.891882,0.45008766,0.6964514,20.7064,42.42363071,8,21
382.255781,10,50.4587156,58.14833,3.270537,0.65830941,36.322573,52.37758827,10,35
240.8894379,24.7,48.96375868,53.651261,1.1338975,0.79752607,42.08442,44.71450901,12,35
194.8051948,9.9,50.61038692,90.420032,0.082764326,0.78626117,6.4556174,18.15112925,7,22
129.8701299,5.5,52.64065531,88.94158,0.83530936,1.0239276,6.229791,33.21789575,4,23
251.7985612,6.7,49.34671022,76.994866,0.67662154,0.51329914,20.555297,44.6071434,12,31
38.20439351,7.2,51.74930362,85.688025,0.89136492,1.7325906,10.133705,20.15350866,2,14
