,nutrient00,nutrient01,nutrient02,nutrient03,nutrient04,nutrient05,nutrient06,nutrient08,nutrient09,nutrient10,nutrient11,nutrient12,nutrient13,nutrient14,nutrient15,nutrient16,nutrient18,nutrient20,nutrient21,nutrient22,nutrient23,nutrient24,yield
49,7.769381153536509,7.924434760799565,8.251769968246858,17.417491157189883,23.973222246737457,8.971904050772217,21.6104635448098,12.154105582489665,4.549886798376754,19.826805381738566,16.889300172172863,7.510104253645409,12.760889937077293,4.422374388990275,6.36165375528949,7.226972909254368,7.116733244943492,10.916769160585876,4.895899196498136,16.48817520685363,3.2838937648803004,11.73078214818348,37.328271005954136
52,6.005268414841046,8.828694742460593,18.02929652142964,11.9156593800179,9.95838331834412,19.742868089901823,18.52357681475913,12.609445664642903,5.242740071351404,9.812820396084954,16.786490189054447,12.472119861554344,10.959884715765025,1.3272852441802296,8.484979840408112,8.52707774532832,9.218852291126478,6.505243375603614,11.285161222619529,2.529244873428256,22.11400321887665,7.640405911177717,42.20441325150448
53,8.338209519298703,8.691048003879255,3.457364597898515,15.375621957401274,5.049802329469766,11.26493838925793,3.9090912144687593,11.809173638829352,30.43176577836492,17.541022086107073,17.84080866970039,11.916114147713406,17.515294442589443,14.57648891692568,14.172858881405674,11.698777755220492,8.62063722767568,13.759184184286374,14.06332972006826,6.2529920710974345,10.835714164107683,19.74745869206227,41.574064356342575
54,12.204743426770476,8.680971779624262,7.708695877780718,12.312457754712224,5.135050660848703,8.715684672537535,10.178966553195243,13.236073270562656,5.434058821821111,10.313285628924149,18.60707517104478,5.841584931342496,14.449638861249015,21.18115728743552,15.348203985106814,22.86240120504005,8.903294172252428,7.889127746499394,21.00134559683293,18.69876980430946,7.647909128926242,10.382074315816045,43.827823657909306
55,20.8702986619608,8.14143919771244,3.3875155716762304,6.353528668635,4.99862308751309,23.988556004901945,10.120560036367277,13.4380437087539,11.467170998848228,25.248789448881038,16.379259955902064,6.263473170575561,12.744668674518024,9.98798974812865,7.616057590282064,15.937939312136397,8.672571592059871,8.768685762887495,14.65027449058072,0.0806009331498511,9.03687816662178,9.872644808783544,39.49257036877037
58,8.974828378347576,8.456784164775003,5.71210772700133,11.08640772763664,10.648492225992204,17.609960874716208,6.197295620995256,9.829110807064692,1.9510056956619688,6.478892241153155,16.30450110486629,11.069188692965527,11.405746281928026,13.055278300722,10.22839482094022,12.242843544979747,9.00175988051928,16.46680986233659,10.840502796465804,11.12599008708054,4.57767413652231,16.279214421261027,39.01676850357789
60,9.8662306054758,7.872366161736839,9.09593711976374,9.56105570494278,12.04415284800052,13.633914532107632,20.68411714500411,14.13000910894617,6.226385814672259,12.6509357052785,17.154718052019938,2.124371140309753,9.297533738959984,12.419898259381553,22.34623080758373,8.600280349850511,8.2785067840161,14.382707046921258,13.64605265746109,13.276534034338429,16.948340226106737,3.3794442848283417,38.74494859754128
64,19.63286750019574,8.495500842678908,12.776792304047742,5.843374705340793,9.381710885806072,8.132608852652517,9.51802498604098,17.423029687294488,10.740534826503517,7.101469458477338,16.692878288917097,14.855167646874389,3.644667104271996,11.393799446540385,5.032805613557953,12.229899044038223,10.656807269820671,2.618014370889769,7.926883158972908,9.746408741950232,14.942908171916429,15.39298917866222,42.197783727725785
65,11.081622853143536,7.821502841933526,9.222771865189944,8.942523000898735,17.115359980870757,14.224354988031372,9.16637996788428,10.621417254135707,7.397345321751455,12.88735102995328,15.810462662632048,4.101254033747107,6.366634517346176,9.1698536499402,11.132719345379842,11.97429546347052,8.0460586140772,9.343040356404906,16.040256638643363,12.500145236937223,5.489338644943862,4.922769962479869,38.11315701527453
66,11.428277858938571,8.975560056112277,8.680476983130676,9.696556878500733,6.578262571202398,7.417423620983857,4.529371168595793,15.293331310858864,15.13979064309515,7.987008683787303,17.519041301243483,22.93431676540755,10.22321699011639,10.163484256312652,14.383918992616785,13.937590984142089,9.07458190017782,6.353435993166258,18.89426755393673,10.743027948524311,8.42956200790893,15.199649646556036,42.08318099952038
68,12.674764865461077,8.646211004831821,12.98753378442297,19.42575014702429,13.928038880225296,9.015139659242024,18.250189580404328,22.502932420935725,8.224725580045954,15.05732831528344,17.379661536918224,13.918624357088564,9.479806403078616,8.340851000435821,18.216267149077748,5.602248090625687,8.614923304816084,15.318266437290797,21.67948305044688,6.042095708250381,12.073876480680651,22.522037002036058,40.81608628959686
69,15.413533426341376,9.727713937386309,22.28878174315811,10.42701643830253,19.973215500347123,18.068901685715964,0.8645142605221299,20.349990630464127,17.99802874044314,12.164301322390616,18.209760193455804,12.281309832209292,13.140190425167992,11.533193971684344,12.523017124803204,12.783535713139878,9.416691740194189,17.35606961041929,25.260592049946588,8.901684453513496,11.504695109936725,16.866273329107724,43.87263284332614
70,7.483169683191991,8.591424391451843,13.405915080767103,11.173876574953688,11.250959445462362,17.36843539870398,7.764513441239867,13.0224119301857,16.52088424071196,9.843337538874296,14.907667164115807,17.076935544206982,20.05626100050587,2.3303293698349847,12.435050515413906,8.01889244930409,8.069929664019197,14.75963346616516,13.426860445994796,15.301291504762537,2.799241921859732,16.460555731286526,39.28594929660225
71,11.625673366406398,9.064082299377985,1.4534847209738526,12.763354578495044,4.038468060708159,19.73361747808005,4.253101008983413,18.819637368328355,13.495287034759375,15.123316923318152,16.173067118741308,23.172151374710385,6.781855228972596,10.047552469115551,11.444700910576616,3.613947390817115,8.485790656278379,19.974600612659643,11.42307128256255,10.770931325225806,5.455886342416985,13.572676913974268,41.89046408096822
76,15.63103913371809,9.449713723686186,12.609193794590585,16.55921780764284,16.784108414074066,18.489109920375807,19.07418648534377,12.643458205529324,12.295627929529692,18.178852028260582,18.05832730152775,2.369243156584833,20.308012138862768,19.36327345562914,18.81755028641341,24.20108171491253,9.460629923169757,19.431341306305725,15.86770843650087,22.23962708020744,16.228861396862115,4.480445016723178,42.8670284989503
80,10.606932955172594,8.772131681583678,11.10908544129378,12.46399734500864,3.535598718705048,11.039920793022832,22.605292813683228,14.780114626593685,1.781601213802265,9.861716199221457,18.466518778994804,17.345121265766824,8.686400516350382,8.271105467339567,13.142178380178716,14.384201541057124,8.218073585465964,16.05109320072827,9.265800337549251,17.82828157321482,10.009636052921554,7.662268818962433,39.9369604167394
82,2.6623370133657467,7.901365821372998,9.510872956177405,5.009257366781224,15.774961370900131,18.308349485079844,12.20158911060801,7.531109868622414,11.90830561067192,19.67363400372659,18.23921818245878,24.13131724262805,12.035691174629395,3.9198202986522137,0.7687850267146139,13.443426394516324,8.149992569610662,13.423005497224269,13.60484659232976,16.84738673869971,3.997134952868025,9.033697191786842,39.18599743597934
83,13.42581207030861,8.060243279142604,8.321868330357995,13.340318032024037,19.402962215591558,5.704140729179628,6.72017438670002,14.074617400564314,8.291064570332157,7.566275337239189,15.131425269827568,9.140467399609896,14.658947211160278,20.16338244210982,13.31180304830518,2.004320143348968,7.569856455806755,6.313660817354444,5.206432471493901,9.130457264834488,8.80024325772864,9.124480574297223,37.2646515220111
84,17.62703789729278,7.491715879798995,7.533746161263354,12.974094521136715,13.689440902396733,10.295625378281516,13.543456363082756,1.1230003840121636,14.281354693722308,5.598347302660701,16.443971523288592,8.140850061957732,11.169344893764166,14.16369150815623,6.437985381523083,6.290976081345759,7.62697525940942,9.544390444326185,9.576343747561614,13.991072662920336,20.497265016914184,13.144558878828928,36.61313516901281
86,15.907363133666369,9.014700554960127,8.591345056497115,14.63393441925244,18.1584799815245,11.73475866927492,17.853838259643624,5.617048375529409,5.894438880094665,20.30971597198869,19.05038532262049,13.790400641679025,18.749178413618207,8.85024415190112,10.001144664305777,19.93860082738307,8.421033273359638,11.236982401150804,12.25488253923411,11.568739399564524,14.52123031262089,10.616087877690507,41.434940966907526
87,1.95201118571212,8.640661727633605,13.95272215495168,14.50081144147224,2.3029194292799104,19.06317011941409,5.103962733106843,12.59645591116725,10.217309631683491,8.151232243545277,17.293062500237586,13.47671695797554,18.580259362204536,17.932156809393096,3.907907666273815,14.364530453713405,9.38832862854332,12.910756031890363,8.80911202231341,14.108773591661832,16.909487287813864,21.32760075808622,39.8843574047506
91,12.483349892483515,8.777828894688694,14.87603642830669,6.306368305985313,20.61581194424989,12.082457859902611,10.05180735612436,6.9893972481219055,12.41284040894749,14.007898094880744,17.493957175092365,13.97073717340289,14.064968837694302,8.982026536384847,22.13380516029667,14.33194495697648,9.306850677378916,9.066175984430677,14.874704672467333,12.68543057522708,2.487191519750596,18.08853964771027,41.72619740408632
92,21.5511830261388,8.633604453529834,8.179198423217972,4.15200051052191,16.400721753666925,13.646123501666883,9.138023417907,29.275146355221366,15.621885063358976,7.204858191090296,16.66053574277304,17.70703187327197,4.8081071577764645,5.735288991761152,6.060385297347341,6.456179560439109,9.408140167587582,4.566663066906816,14.183703579381362,29.578639058565106,17.210411529925967,26.583136708820614,39.94784536282507
94,17.11810689038218,9.57241234658312,10.58706127552266,9.597233654952795,13.767526179821724,5.630343085840382,14.121697191455809,9.749139712153156,9.863260194141198,14.918399417305482,19.95492581380085,8.649618211231603,6.187225942306403,16.725189935909743,9.95569707114107,3.593747342942512,8.777632978111722,17.554131598165505,10.182740766855112,9.57866370004464,9.99325372011319,2.470460864589066,43.62754904761134
95,13.067626219008304,7.35360728007281,8.136095508773819,14.259167716796965,25.470285049350245,8.295755203917171,5.184560985357496,6.881399377271478,5.178955625462225,3.5991018434762445,14.07852644540283,7.62654259280924,5.968324847142267,14.895453019078474,13.884424500224014,5.361963753707935,8.30265429833782,9.743512312695517,22.53185160683561,0.6286909898626263,17.288640812186696,10.666680372793335,36.56207684598181
96,9.923947044900098,8.531685587074923,9.55888288170694,12.3631011654251,10.593941548658648,10.524752387164725,19.31018898533283,20.32564184373504,15.236973641724116,4.657568996496726,14.861540105141778,14.022942697426677,8.79599981626415,13.51937178693833,4.583200302928875,18.97906865086933,8.357870863821297,12.002692282614834,20.957263691066863,15.07954137544709,17.336810488082897,1.339556192339563,41.13517331420804
97,21.61509917830349,8.767009574232949,7.425925593568176,19.57981388083928,9.79685804890526,5.773865911529728,15.363254388446814,21.622099087379297,8.79676467780875,25.2739824529585,19.38369223525315,18.70892890399539,16.429521204643443,9.654329448558665,14.00571116891122,19.775388413928376,9.232738904411391,7.988662440599779,20.407526087403625,14.827287327718045,12.961919882380156,13.821700488425556,43.44188593478954
98,10.899168706137512,8.702806077861755,15.201691124179565,16.509258565512212,6.993105510112632,4.937911587279032,17.103996070303634,0.0552135299791824,20.67964598758406,16.836666460922615,15.890932181887742,9.864480449190376,8.021100953860614,7.1266488219007,19.29479926691765,11.077946037477316,8.194062637342135,15.686681662091535,9.295420697488622,8.151148681470803,11.59285237449396,11.761310260837847,38.54666613606061
100,16.634231216141153,8.46066929579536,4.391802353464247,8.400224215620836,21.801357751048524,11.072160798791003,9.19262939820806,4.716059265679203,4.950490506609741,22.87438152128792,15.918925448944696,17.042563164190824,20.47016121361353,1.983190515911012,20.758982322154782,10.128975509633598,9.51946484220212,3.365759618482123,8.736656599218241,13.411985170510103,0.3655750372113751,17.401782995108455,40.66450787678478
102,12.845773483359723,9.038781715967,11.953263588918638,10.128717488893129,22.999280674551542,8.812116972150655,10.33124521651552,17.102255308524626,11.71405232260258,14.609490895137096,16.552605167156372,7.496314885677823,11.29247553575336,18.7147093609368,14.754331914420248,14.0914233658511,8.05823009537942,13.980673827416137,10.64669268246256,15.36455086265814,26.075892785179203,15.002220185020212,40.7229064143432
104,13.205145357533342,7.925014955328359,19.0755254607138,9.098558666456528,13.62589578947512,7.226060981105307,12.132691472234368,11.103254719958276,4.853485590924583,8.35132809865693,17.294060212224856,9.09678121403631,13.486384466774108,9.158669970129612,11.957803384718972,0.9666795453616892,8.253936592621514,17.010278052284878,9.997282733297885,0.4314068191261064,13.33014244584588,6.040493425454759,40.02340641816773
105,15.650025029421364,8.906827655338352,13.619101183552049,23.939321793191795,11.47762829771638,16.635540592061922,25.243282960466704,21.607105225763764,6.545930262998487,18.886233967776874,18.89648456988075,10.683619894781682,16.62148983609176,11.403135243704458,8.958483884210061,4.435954099939835,8.640699224038148,4.780739758097684,6.237205685621552,6.499468049901701,9.288897153217563,11.028003196986608,43.65161504698597
106,12.57848352947266,8.3711664229994,9.3466815960205,10.833635208153188,13.849974037766064,3.70300405556714,13.029172405262951,1.5284542186143124,13.486016919732318,9.700150154178257,17.7235737614541,11.499528247473496,6.609860984141124,20.626582791650275,8.585612245815929,21.004224751412323,7.864480265031542,14.113395468392673,7.717947508886424,8.747385054020516,11.471750053645977,11.495140607932427,38.22550505466967
107,8.029645144806851,8.753072629662304,11.980073174569595,4.896823375414709,8.87813360173535,4.425615944551117,8.52555747077005,12.88293269439462,18.633236080541018,8.805005756502284,17.114947491307888,15.5141824681446,8.437313713938872,2.453061300676545,3.635889779100411,6.373020764933929,8.605958946058413,17.722825542273014,12.289858473963587,8.635259398142859,13.353603775995674,4.132096561912171,40.2074700725676
110,6.793536582640891,7.891500487513617,18.3196616753133,8.618273339863617,0.5951065265013344,12.036960064266408,6.072490068259515,5.367539339127218,10.259879377540305,6.104267984482624,17.3521784003162,0.5469458606563258,19.087404084420367,13.146322171193315,15.699643160091975,8.806834849496612,7.680590194678857,10.662656685680316,14.46208485064181,19.476200187504165,13.731338055594255,14.887292317967749,38.08024079097032
111,5.767798801625557,8.674296903164974,10.229329496357217,9.895554997836824,10.097252412106046,17.066977057341276,12.089081283028678,3.578404030780894,11.294146253451164,18.249422282407917,16.15392605057236,14.64706826467938,12.211793709766448,2.861420281791778,9.521524502576629,2.606796329382748,8.12783168447277,4.134090377007967,24.902352112904616,3.73215178816594,15.767020889731498,5.976099154481751,37.40700263242741
113,8.324182975427618,9.440057899480342,10.564360869486412,26.01845625864881,16.85684302304125,4.6975644938633145,6.448103258516797,4.5965269058229925,6.434378672136746,18.199257671425663,18.134132743990683,12.196035599432363,8.843261580114708,12.084164543262409,17.423352993179584,9.258540517822915,9.139633697211568,15.257061788018143,9.473657490527817,7.281154130050102,6.033086173470906,10.468727602487364,42.51609341862965
117,5.1544994931606585,8.865124933673625,4.730407505184621,18.57665018598803,12.952519449657864,9.75639016775723,11.300136976089195,6.19791021718072,17.02891999835117,2.5724926500088827,15.638387322694426,15.358170375060103,8.366851508894342,13.35349140104955,10.941529763805653,9.706801713667607,8.091841278784976,8.640742580490187,3.6025419010810413,17.033449661596393,12.132235403634644,14.80297288745758,37.88994051835353
118,14.252723027819956,8.764665515332812,1.956244621241368,15.210346556892894,10.729326201307606,11.860905285818866,9.835631262039827,12.065835960631013,12.36197755606178,7.993073663149141,19.283099710949944,3.625642765067397,10.317797423776875,6.47989330496625,10.090083930839372,16.530778250931384,8.189629797220066,5.26396491436111,5.963485912296061,17.231361363469446,6.5441142654226505,12.396682456887666,42.40150020041401
120,4.998348696436722,8.270152933318597,16.83056794970274,19.183053191634496,10.698544572529151,10.89329632437856,12.301388593626406,6.2891770010333765,7.466770712831089,16.72104930418051,16.60476431889722,0.7647458340915065,11.978139274721553,11.635453110883052,10.758338050812831,8.989759969951383,9.672050868134246,10.006076710272662,10.698165060544724,20.26683553556525,19.96848094042068,9.352843772905354,40.78359940261321
121,12.41002993125256,7.519342429132057,11.311559026271803,10.217856952390404,10.744209312396796,15.768572012177357,15.332294589961446,13.331922469234817,15.232607604792738,13.168208112369424,16.03085961003779,18.01834977348139,1.055052753295998,9.758159676449305,2.2227077973829203,14.926907060687146,7.215128250498668,10.746010889899557,12.510216690805247,1.4404264349039302,21.090226597886375,6.323473489985153,38.15400146589045
122,18.540470090887872,9.504853358646518,6.800790017143395,3.157471630590992,6.466207430271401,2.9596783999113683,0.2958123014306437,14.061050740820482,18.7621471133995,15.88712971102551,17.21733531866488,8.828227220537482,3.1781610622122365,23.49462694241412,9.720410770354038,15.722987041474786,9.133096034573544,18.47387658153089,20.234809952028623,15.410964404477053,10.113633658813756,14.180124273794856,44.484646261185866
123,6.027968957439514,8.652408359096812,19.313855033263287,10.647431480242316,12.309202901340718,22.660467153312588,11.690652903430538,24.89987683818772,23.910232523398392,6.406459678114494,17.67933462744832,5.4072120179437295,5.847373634819847,13.029672494874957,0.844849491590205,15.209499663075963,9.869731690821547,5.814596738643081,16.79414840228359,6.775173784714638,18.85016632732889,17.883123378800015,42.45583533407342
124,11.7881642548184,8.09219384508995,15.097518954081266,0.9585191614495212,15.182613323238296,15.052346210000085,14.571865051583783,15.708635220961725,9.741785776278826,10.23294452182013,15.391180967884395,17.037181252615788,9.54053003217459,8.018519080957452,10.391768703818768,5.842005513607617,7.437174186584714,12.962403171257584,19.672457731385908,9.75995325675486,14.76422641535499,7.104796127293994,38.85466986085031
125,12.417270265225527,7.647758484003194,15.995307479174391,8.987546278165102,13.768131343403445,0.4266217160712369,13.406457407027828,21.351191128605077,10.884549392256012,7.376270882528079,17.094182619232754,8.857178294987715,21.083167790667787,9.396409212479654,4.087836380871464,13.397733666369746,9.027312531629107,16.52993199206455,11.841825647104342,11.676033408010538,9.053957381963222,8.213311830376258,40.4204202662353
126,11.630946767970752,8.240282012027746,14.342773695305397,15.39923078226239,2.8198383530414137,7.005165895117287,3.318236923033803,6.232176137769707,8.034268601819765,4.481452365176388,16.865173759353166,1.0663926148060143,11.33631409703625,0.8564680504462814,16.42298501723667,10.235410136290284,8.087691712795808,6.900619340240803,10.557559403269572,13.143012226985284,13.430156923087784,16.550578131645192,40.23278153455846
130,13.035593627180123,7.746282438879975,10.785618523955154,4.736942790575118,9.656980342390383,7.593354876817637,0.490205436163718,13.536235179305232,9.009950610884278,10.463635820753208,15.49354769860911,11.335960636399266,10.568921140515927,4.973023692358462,13.412586656307528,19.380414256896746,8.520794378214372,14.458305082627238,5.998080496727942,12.56001949817524,0.0475651551019904,18.310759297038548,37.14503355664095
131,9.372644671380623,8.868406912276864,6.8133959632753225,9.434502440803366,11.087881753390617,10.237902944607836,10.63649838502479,13.043282208518924,12.376641920532752,23.396827466439788,18.435878492002217,3.456929437075031,17.14589854124828,16.91445092003144,12.259355528615195,7.865736401667864,9.05788843158716,10.578901362621256,17.754883610478227,12.074602314123458,21.447712132484423,14.537299011538003,41.94324436728362
