dts,mac,is_new
2024-02-23 20:18:27.091,67:9a:6a:34:9c:94,True
2024-02-23 20:18:30.420,5e:9d:57:39:4c:bd,True
2024-02-23 20:21:16.045,53:08:98:3a:a5:e2,True
2024-02-23 20:22:11.046,56:78:f6:ec:42:b7,True
2024-02-23 20:24:09.210,f9:c2:d6:95:a4:8a,True
2024-02-23 20:24:21.093,6d:55:f3:2e:9b:dd,True
2024-02-23 20:24:56.753,4e:6c:71:7b:88:c6,True
2024-02-23 20:24:57.050,54:32:87:54:a3:17,True
2024-02-23 20:24:57.511,66:63:bd:db:45:8b,True
2024-02-23 20:26:31.042,47:ef:26:fd:c7:f7,True
2024-02-23 20:26:32.140,4b:14:b0:2f:c2:18,True
2024-02-23 20:26:32.159,43:7b:32:9f:ad:28,True
2024-02-23 20:26:32.167,76:7c:e4:1c:a3:18,True
2024-02-23 20:26:32.192,7e:90:0c:22:ad:ac,True
2024-02-23 20:26:32.224,f2:a4:0b:34:78:b7,True
2024-02-23 20:26:32.237,6d:26:a0:ce:33:8d,True
2024-02-23 20:26:32.253,64:b7:40:b3:54:5b,True
2024-02-23 20:26:32.255,58:ee:84:95:91:38,True
2024-02-23 20:26:32.256,7e:58:eb:eb:8c:bd,True
2024-02-23 20:26:32.294,79:78:f8:b4:73:ae,True
2024-02-23 20:30:39.693,7f:79:34:12:95:b6,True
2024-02-23 20:33:24.680,44:9d:bc:cf:cd:5e,True
2024-02-23 20:33:25.737,5d:5b:f0:99:6e:60,True
2024-02-23 20:33:25.973,79:47:2c:c4:34:64,True
2024-02-23 20:34:22.934,6a:b5:ae:08:e8:21,True
2024-02-23 20:34:30.860,fa:25:ae:89:11:9a,True
2024-02-23 20:38:37.317,4c:0f:e3:17:f9:60,True
2024-02-23 20:38:37.341,e9:01:a8:97:b3:1a,True
2024-02-23 20:39:48.397,5c:ca:b2:47:b9:33,True
2024-02-23 20:39:54.338,d4:ad:fc:cc:d6:2d,True
2024-02-23 20:39:54.584,59:e9:04:4d:b4:39,True
2024-02-23 20:39:54.706,44:08:cf:25:c4:87,True
2024-02-23 20:43:35.461,5d:65:a8:d4:25:17,True
2024-02-23 20:44:11.400,76:9d:eb:ff:6a:08,True
2024-02-23 20:44:11.544,45:76:a0:d0:f2:8e,True
2024-02-23 20:44:11.957,d6:f8:d8:85:3c:a6,True
2024-02-23 20:44:31.800,70:14:b1:10:7e:30,True
2024-02-23 20:44:31.857,46:ee:87:4b:8b:57,True
2024-02-23 20:44:32.116,c8:3c:9a:82:3e:c2,True
2024-02-23 20:44:33.108,f8:65:dd:55:90:31,True
2024-02-23 20:44:38.134,e9:c7:19:08:b0:10,True
2024-02-23 20:44:38.135,40:e9:d6:cc:de:1b,True
2024-02-23 20:44:44.561,7f:dc:20:15:39:0a,True
2024-02-23 20:44:48.204,69:9d:ce:a8:23:6d,True
2024-02-23 20:44:48.599,62:b5:71:6d:0c:13,True
2024-02-23 20:45:00.565,f8:d4:b1:d7:bb:a6,True
2024-02-23 20:45:47.370,4e:7b:a6:00:1f:60,True
2024-02-23 20:45:52.912,77:15:ab:7a:0c:2f,True
2024-02-23 20:46:02.381,5a:df:b7:1d:f3:91,True
2024-02-23 20:46:05.733,62:aa:4d:fb:26:b8,True
2024-02-23 20:46:05.920,78:5e:bd:8c:72:df,True
2024-02-23 20:46:05.982,46:14:4e:29:f0:2e,True
2024-02-23 20:47:22.781,60:8a:3e:03:14:c5,True
2024-02-23 20:47:22.979,c5:ec:a0:b7:97:b3,True
2024-02-23 20:47:29.681,45:c4:a2:c7:c4:c9,True
2024-02-23 20:47:58.539,72:2b:bc:b7:00:e6,True
2024-02-23 20:49:34.407,69:15:d0:31:f0:f1,True
2024-02-23 20:49:41.290,f0:4e:0f:a3:0e:5b,True
2024-02-23 20:49:41.292,53:d2:b7:e9:0b:c6,True
2024-02-23 20:49:42.602,41:04:b4:0c:3d:c8,True
2024-02-23 20:49:55.212,43:f1:36:aa:2c:57,True
2024-02-23 20:49:55.824,56:f1:d8:4c:86:34,True
2024-02-23 20:49:56.127,62:76:b0:98:d8:de,True
2024-02-23 20:50:08.586,04:21:44:cf:f0:b5,True
2024-02-23 20:50:26.562,5a:e3:65:58:fc:a7,True
2024-02-23 20:50:31.025,63:61:6e:88:f3:35,True
2024-02-23 20:50:40.087,7e:c4:2f:cd:b6:e8,True
2024-02-23 20:50:56.550,4b:09:2d:94:69:c3,True
2024-02-23 20:50:56.633,49:21:89:c0:00:2e,True
2024-02-23 20:51:17.413,77:94:e6:c5:00:15,True
2024-02-23 20:52:51.490,72:03:19:5c:03:82,True
2024-02-23 20:53:14.332,c5:9c:bb:46:dd:ad,True
2024-02-23 20:54:52.018,47:58:7d:b2:0c:09,True
2024-02-23 20:57:43.087,7d:7a:7e:bb:d9:f8,True
2024-02-23 21:00:01.340,5f:7e:72:1f:b7:5f,True
2024-02-23 21:00:01.969,67:40:00:db:35:06,True
2024-02-23 21:00:02.101,7c:29:58:e4:09:db,True
2024-02-23 21:00:02.102,7b:36:48:c4:71:78,True
2024-02-23 21:00:02.209,d8:54:ab:b8:d7:5d,True
2024-02-23 21:00:02.347,7a:15:36:9d:74:41,True
2024-02-23 21:02:44.310,4e:bc:18:74:ed:a7,True
2024-02-23 21:09:36.907,71:28:5a:ca:a3:aa,True
2024-02-23 21:10:01.261,7f:70:ea:97:36:a8,True
2024-02-23 21:12:13.480,51:9f:15:82:4e:8f,True
2024-02-23 21:13:43.296,43:56:46:8f:0a:08,True
2024-02-23 21:13:46.707,52:f0:28:25:ca:08,True
2024-02-23 21:15:18.603,71:28:5a:ca:a3:aa,False
2024-02-23 21:24:13.022,6b:56:05:ac:f9:99,True
2024-02-23 21:24:32.150,46:8d:68:01:72:82,True
2024-02-23 21:26:01.212,7f:1c:65:e0:11:2b,True
2024-02-23 21:26:04.892,e6:06:d1:32:9c:9f,True
2024-02-23 21:26:05.196,5a:6c:7e:ef:8e:51,True
2024-02-23 21:26:09.536,68:0a:51:4c:31:20,True
2024-02-23 21:26:09.552,7f:bd:ee:ad:e8:b8,True
2024-02-23 21:26:09.553,68:0a:51:4c:31:20,True
2024-02-23 21:27:24.102,51:cd:f1:5c:24:82,True
2024-02-23 21:27:25.925,f3:4e:10:b0:ca:1e,True
2024-02-23 21:32:51.013,4a:25:6a:82:86:6e,True
2024-02-23 21:32:51.049,55:f0:d1:44:d6:b2,True
2024-02-23 21:34:20.669,fe:93:48:f7:14:ea,True
2024-02-23 21:34:21.733,41:40:ab:1f:2a:02,True
2024-02-23 21:34:22.679,fe:93:48:f7:14:ea,False
2024-02-23 21:38:18.288,51:9f:e7:34:00:62,True
2024-02-23 21:38:51.945,e9:81:f7:01:22:02,True
2024-02-23 21:38:52.881,78:a9:9f:95:72:27,True
2024-02-23 21:39:35.872,64:25:e3:f9:67:cc,True
2024-02-23 21:39:37.623,59:42:3a:da:0c:a6,True
2024-02-23 21:40:28.705,78:c4:27:86:93:fa,True
2024-02-23 21:40:28.901,4b:cf:a3:ee:d2:42,True
2024-02-23 21:40:37.786,7c:08:64:17:e3:0c,True
2024-02-23 21:47:05.167,43:4d:f2:71:0b:5d,True
2024-02-23 21:48:45.398,6b:91:2b:34:86:33,True
2024-02-23 21:51:24.883,e5:52:e7:42:2e:7c,True
2024-02-23 21:51:25.973,79:cb:fb:1b:d6:67,True
2024-02-23 21:51:26.438,4d:77:20:62:a5:4d,True
2024-02-23 21:52:13.480,e7:15:ec:45:60:32,True
2024-02-23 21:57:44.051,ff:cd:c3:f1:dc:9d,True
2024-02-23 21:57:44.749,40:88:1e:05:78:4e,True
2024-02-23 21:57:45.212,ec:2c:96:fc:bd:54,True
2024-02-23 21:58:47.842,41:d3:7c:28:6a:fd,True
2024-02-23 22:14:46.383,f3:e9:90:cf:6c:52,True
2024-02-23 22:15:35.509,5d:ba:ff:ab:73:bb,True
2024-02-23 22:17:16.122,c6:79:67:c7:8f:6d,True
2024-02-23 22:17:16.343,52:00:d5:6d:6b:ba,True
2024-02-23 22:19:52.770,69:c6:96:13:31:e6,True
2024-02-23 22:20:27.137,76:fa:a1:06:9f:b6,True
2024-02-23 22:22:23.075,5d:e3:0a:03:01:12,True
2024-02-23 22:23:09.439,5d:03:99:8e:9c:28,True
2024-02-23 22:23:10.340,78:1c:c3:20:be:6d,True
2024-02-23 22:23:10.341,6f:88:01:7d:db:18,True
2024-02-23 22:24:56.495,57:57:92:f1:1e:82,True
2024-02-23 22:24:56.863,ef:50:3c:12:1e:5f,True
2024-02-23 22:33:50.942,66:6c:d4:7a:af:8b,True
2024-02-23 22:33:51.070,7d:64:c6:f7:f6:b2,True
2024-02-23 22:42:04.697,a0:0b:16:04:85:16,True
2024-02-23 22:42:13.690,40:f9:45:93:db:59,True
2024-02-23 22:42:34.924,7a:6a:16:01:65:ca,True
2024-02-23 22:43:55.108,47:5c:e9:05:f6:24,True
2024-02-23 22:46:24.197,4a:88:cb:45:14:be,True
2024-02-23 22:49:16.600,42:f2:ac:ab:c2:0d,True
2024-02-23 22:50:32.655,5b:bb:c9:f1:89:8e,True
2024-02-23 22:50:43.134,68:e5:15:9c:8f:44,True
2024-02-23 22:57:55.847,68:aa:d4:7a:6e:b4,True
2024-02-23 23:01:18.367,78:0c:60:03:3b:c3,True
2024-02-23 23:02:30.289,44:28:03:a3:5a:6e,True
2024-02-23 23:02:32.552,98:04:ed:08:48:d0,True
2024-02-23 23:04:18.385,45:a6:ba:b1:77:44,True
2024-02-23 23:15:04.829,60:92:1d:af:ae:94,True
2024-02-23 23:15:04.969,51:66:67:77:21:09,True
2024-02-23 23:15:05.025,78:6e:f8:e5:d4:c3,True
2024-02-23 23:17:20.408,7b:bc:10:a4:ea:d1,True
2024-02-23 23:18:17.548,4f:da:cf:65:4a:e1,True
2024-02-23 23:21:51.698,5c:a0:f2:bf:5d:07,True
2024-02-23 23:27:56.824,50:42:3d:64:bc:26,True
2024-02-23 23:31:16.075,46:83:4a:d8:f8:e7,True
2024-02-23 23:33:55.903,c1:c0:35:dd:ed:8f,True
2024-02-23 23:40:05.505,67:03:29:f1:01:65,True
2024-02-23 23:43:05.502,7e:a4:f6:ce:8d:e0,True
2024-02-23 23:43:06.175,7e:a4:f6:ce:8d:e0,False
2024-02-23 23:43:06.493,78:d7:51:d5:0f:ab,True
2024-02-23 23:43:07.326,3c:68:16:5c:bc:81,True
2024-02-23 23:43:20.914,7b:51:9f:46:a6:26,True
2024-02-23 23:43:21.023,7a:09:6b:5c:2b:bf,True
2024-02-23 23:43:21.123,4b:55:03:f9:d7:2b,True
2024-02-23 23:51:20.065,67:59:49:ae:98:61,True
2024-02-24 00:05:28.399,6d:29:25:b3:e6:ca,True
2024-02-24 00:21:18.530,6d:29:25:b3:e6:ca,True
2024-02-24 00:21:19.751,47:97:61:2e:8b:82,True
2024-02-24 00:21:19.938,78:3a:46:5c:41:02,True
2024-02-24 00:21:48.654,78:14:22:bb:80:9b,True
2024-02-24 00:21:49.607,c5:7a:bf:b3:15:7d,True
2024-02-24 00:21:49.672,54:8f:5d:c3:01:07,True
2024-02-24 00:27:01.505,1c:2c:ac:b1:5b:08,True
2024-02-24 00:27:02.172,d4:ce:5a:07:0f:b1,True
2024-02-24 00:54:58.305,59:d2:bc:7f:06:c3,True
2024-02-24 00:54:58.645,d4:38:20:07:41:d9,True
2024-02-24 01:36:12.150,4c:e2:2e:20:06:8f,True
2024-02-24 01:40:57.739,66:1e:11:00:4e:ec,True
2024-02-24 01:45:40.038,55:fd:b4:7b:a7:76,True
2024-02-24 01:45:41.142,55:fd:b4:7b:a7:76,False
2024-02-24 01:45:41.473,64:74:75:9d:2c:25,True
2024-02-24 02:16:29.538,55:fd:b4:7b:a7:76,False
2024-02-24 02:16:30.362,72:4f:2c:eb:d1:4c,True
2024-02-24 02:16:30.562,5a:2c:d4:f5:05:7a,True
2024-02-24 02:16:30.653,55:fd:b4:7b:a7:76,False
2024-02-24 03:21:39.923,49:da:99:4a:43:3c,True
2024-02-24 05:10:37.571,7b:ee:14:b3:4b:af,True
2024-02-24 05:11:41.244,52:55:f5:8f:ed:64,True
2024-02-24 05:11:41.288,ed:a1:cb:b3:6b:00,True
2024-02-24 05:11:42.003,61:2f:5d:4d:71:38,True
2024-02-24 05:13:42.340,7f:bc:b7:99:f4:28,True
2024-02-24 05:27:43.688,4c:a6:3e:9e:71:b0,True
2024-02-24 05:27:43.953,5b:d6:f7:1b:60:89,True
2024-02-24 05:27:44.260,f2:35:f9:42:25:52,True
2024-02-24 05:33:54.688,72:e2:9d:77:73:75,True
2024-02-24 05:38:47.337,6a:da:51:5c:6c:de,True
2024-02-24 05:38:48.318,7e:f6:0b:28:98:d2,True
2024-02-24 05:38:48.374,52:82:ae:14:b1:70,True
2024-02-24 05:45:43.262,42:ef:39:e0:95:53,True
2024-02-24 05:50:14.804,ef:8d:ef:6a:9e:6a,True
2024-02-24 05:52:37.194,57:f5:ae:0f:cc:22,True
2024-02-24 05:53:09.788,57:dd:dd:90:57:c8,True
2024-02-24 06:01:33.277,ac:b2:fd:48:4b:98,True
2024-02-24 06:01:33.624,5a:c2:da:63:06:ba,True
2024-02-24 06:07:28.306,66:bf:b5:97:95:2f,True
2024-02-24 06:07:28.341,73:56:a9:91:44:81,True
2024-02-24 06:21:10.696,4a:40:73:f6:53:63,True
2024-02-24 06:21:23.294,5d:bb:3a:62:d4:0c,True
2024-02-24 06:21:24.220,79:76:9e:aa:d6:f6,True
2024-02-24 06:21:25.519,7f:d4:42:50:4a:32,True
2024-02-24 06:21:29.420,e9:9d:e0:23:96:8a,True
2024-02-24 06:21:48.726,00:81:f9:00:97:ab,True
2024-02-24 06:21:48.854,0f:e0:f8:67:90:ca,True
2024-02-24 06:23:23.241,d8:59:18:7f:af:65,True
2024-02-24 06:23:23.328,59:6d:58:7e:42:1f,True
2024-02-24 06:23:39.992,72:9a:82:b3:59:94,True
2024-02-24 06:23:48.307,6d:25:f2:0b:e4:7b,True
2024-02-24 06:28:24.552,d7:51:c8:a7:28:62,True
2024-02-24 06:28:44.178,53:8f:eb:d0:0b:77,True
2024-02-24 06:31:22.593,47:71:89:6d:a2:ae,True
2024-02-24 06:34:10.783,4f:62:f9:18:aa:7d,True
2024-02-24 06:34:11.236,50:db:63:f1:01:c0,True
2024-02-24 06:34:12.735,d7:db:ef:01:83:9f,True
2024-02-24 06:34:14.737,53:2f:ab:ab:4f:74,True
2024-02-24 06:34:43.991,ca:db:cc:21:42:0f,True
2024-02-24 06:34:44.024,65:ad:df:99:48:42,True
2024-02-24 06:35:30.633,0c:74:a9:00:63:2a,True
2024-02-24 06:35:31.240,49:05:05:ea:7d:a2,True
2024-02-24 06:39:11.614,52:92:a7:ac:ec:51,True
2024-02-24 06:41:39.658,77:8b:0f:bb:5a:ab,True
2024-02-24 06:41:40.742,6b:fe:6b:e5:f3:11,True
2024-02-24 06:48:03.498,73:26:bd:9f:f3:d8,True
2024-02-24 06:48:55.299,58:8d:a7:75:0f:ff,True
2024-02-24 06:49:55.829,62:27:f7:a2:50:ee,True
2024-02-24 06:49:56.075,50:2d:45:5b:2d:84,True
2024-02-24 06:51:11.230,79:e5:70:4c:bb:75,True
2024-02-24 06:51:15.092,7d:2b:e7:bb:5a:99,True
2024-02-24 06:51:15.125,54:6c:74:fc:e1:2a,True
2024-02-24 06:53:27.043,47:31:67:8c:8a:84,True
2024-02-24 06:53:45.766,55:a7:28:90:9c:ce,True
2024-02-24 06:53:46.422,42:e7:a5:c7:72:3b,True
2024-02-24 06:53:46.506,55:a7:28:90:9c:ce,False
2024-02-24 06:56:39.324,55:fd:ef:61:11:ba,True
2024-02-24 06:56:39.548,64:b6:c6:d0:73:33,True
2024-02-24 06:58:04.184,63:19:45:0a:9d:42,True
2024-02-24 06:58:06.931,4b:f5:9d:4a:32:3f,True
2024-02-24 06:58:36.652,7c:be:51:4e:31:c6,True
2024-02-24 06:59:31.286,7c:b5:12:d1:af:fe,True
2024-02-24 06:59:31.360,50:72:53:7d:51:2d,True
2024-02-24 07:00:20.697,4f:95:c9:24:92:a7,True
2024-02-24 07:00:28.620,d3:56:5f:94:1e:6d,True
2024-02-24 07:06:58.121,59:a7:c9:2e:6a:7f,True
2024-02-24 07:06:58.190,71:ad:1f:ad:75:f1,True
2024-02-24 07:11:23.370,50:2e:b6:b0:fa:bd,True
2024-02-24 07:12:33.178,c3:db:17:60:b6:d4,True
2024-02-24 07:15:36.237,6a:01:a7:dc:2a:4b,True
2024-02-24 07:15:36.715,76:19:db:64:a6:9d,True
2024-02-24 07:15:36.716,fe:48:91:df:ea:83,True
2024-02-24 07:17:35.450,7f:10:a4:f6:72:3c,True
2024-02-24 07:18:58.518,c3:2a:c5:35:15:25,True
2024-02-24 07:19:14.889,72:e5:9b:c3:1c:e1,True
2024-02-24 07:19:26.281,5c:f8:f6:ac:44:02,True
2024-02-24 07:20:43.068,55:b1:fe:b2:5a:6b,True
2024-02-24 07:20:43.118,6b:8d:20:5e:e1:b9,True
2024-02-24 07:20:43.696,d6:f5:dc:1f:98:7a,True
2024-02-24 07:22:03.965,59:39:0c:03:a9:5c,True
2024-02-24 07:22:34.036,71:56:03:b7:63:72,True
2024-02-24 07:22:34.292,ed:5e:e3:43:67:19,True
2024-02-24 07:25:00.418,d6:5b:26:42:6a:84,True
2024-02-24 07:25:25.034,43:93:49:f3:ee:c7,True
2024-02-24 07:25:25.064,d7:40:a9:3e:43:c9,True
2024-02-24 07:25:53.810,f0:cd:5f:87:7b:5b,True
2024-02-24 07:29:09.745,47:dd:20:b5:6c:5d,True
2024-02-24 07:30:31.762,65:46:b4:84:c6:50,True
2024-02-24 07:30:31.763,50:6f:8f:48:67:31,True
2024-02-24 07:30:32.131,65:46:b4:84:c6:50,False
2024-02-24 07:32:53.140,48:cb:c9:5d:59:e6,True
2024-02-24 07:34:55.188,69:d8:3b:61:9a:23,True
2024-02-24 07:34:55.415,19:17:10:10:00:06,True
2024-02-24 07:34:55.561,f6:3b:02:7b:fa:81,True
2024-02-24 07:37:16.435,70:58:d5:4c:84:3a,True
2024-02-24 07:40:40.910,68:7d:ef:9d:e4:08,True
2024-02-24 07:40:43.980,c9:11:63:37:e2:23,True
2024-02-24 07:41:55.655,7a:1f:ae:c9:20:44,True
2024-02-24 07:42:00.326,55:1a:bf:c7:9f:72,True
2024-02-24 07:42:00.630,60:2d:ea:5b:e0:3d,True
2024-02-24 07:44:01.037,63:ac:8d:e2:c0:29,True
2024-02-24 07:44:01.307,7f:fc:77:9f:c1:ce,True
2024-02-24 07:46:20.492,73:b4:76:aa:ba:c6,True
2024-02-24 07:48:05.275,7c:ec:31:d7:0b:50,True
2024-02-24 07:48:05.286,d7:11:33:9c:2a:5f,True
2024-02-24 07:48:05.719,4b:01:95:e9:84:71,True
2024-02-24 07:51:29.047,54:9c:25:d6:d3:b6,True
2024-02-24 07:52:28.975,6e:e7:75:80:c0:09,True
2024-02-24 07:53:24.098,70:12:be:0a:6f:49,True
2024-02-24 07:55:04.577,67:41:87:27:97:03,True
2024-02-24 07:57:05.465,43:d9:22:24:1e:a8,True
2024-02-24 07:57:23.914,48:28:66:35:4d:ce,True
2024-02-24 07:59:53.054,4c:a9:78:7a:ba:b1,True
2024-02-24 08:00:18.154,22:d2:c2:fb:46:94,True
2024-02-24 08:00:18.365,54:58:f4:cd:a3:30,True
2024-02-24 08:00:58.366,6c:31:68:48:65:27,True
2024-02-24 08:01:49.145,7e:fc:6d:8c:b3:c5,True
2024-02-24 08:01:50.016,5b:4c:ab:0f:b5:bb,True
2024-02-24 08:04:21.666,54:a4:17:35:8f:5e,True
2024-02-24 08:07:27.711,4b:a6:12:b4:05:c1,True
2024-02-24 08:10:13.810,67:ab:2e:e0:99:94,True
2024-02-24 08:11:31.881,4c:9e:02:ce:c1:19,True
2024-02-24 08:17:10.652,74:e0:3d:e1:57:0e,True
2024-02-24 08:17:16.847,60:21:14:72:47:a0,True
2024-02-24 08:17:41.698,74:ae:91:21:d3:98,True
2024-02-24 08:17:42.770,40:ec:92:01:bd:61,True
2024-02-24 08:19:40.640,68:83:b8:45:da:b8,True
2024-02-24 08:20:30.903,a0:0b:16:04:85:16,False
2024-02-24 08:20:31.196,50:27:80:fe:4a:97,True
2024-02-24 08:21:05.105,d0:5b:a8:4c:7b:74,True
2024-02-24 08:21:24.573,44:64:77:00:6f:63,True
2024-02-24 08:21:59.444,4d:24:ec:22:d5:3c,True
2024-02-24 08:22:00.415,c0:55:4e:88:69:e5,True
2024-02-24 08:22:30.916,f1:19:90:2f:c2:11,True
2024-02-24 08:22:30.997,7b:af:d9:69:75:64,True
2024-02-24 08:26:34.616,67:9e:04:dd:4c:45,True
2024-02-24 08:27:36.371,53:1e:e6:db:ef:00,True
2024-02-24 08:27:56.752,5d:54:d2:32:05:19,True
2024-02-24 08:28:30.237,62:97:51:e9:b6:83,True
2024-02-24 08:28:30.244,f1:e2:63:2b:27:0a,True
2024-02-24 08:29:27.845,75:fa:e9:82:f2:d3,True
2024-02-24 08:31:38.937,50:3d:c1:68:84:db,True
2024-02-24 08:33:01.463,7f:de:08:9e:f8:37,True
2024-02-24 08:33:54.679,c6:b0:10:66:16:a0,True
2024-02-24 08:34:18.543,55:c2:e6:1a:bd:01,True
2024-02-24 08:35:42.407,58:f0:5c:ea:1b:c3,True
2024-02-24 08:36:36.096,75:97:70:b2:98:14,True
2024-02-24 08:37:00.754,49:43:5c:d6:ea:45,True
2024-02-24 08:37:44.624,7e:85:2f:23:99:54,True
2024-02-24 08:37:44.675,5d:7a:cc:95:a4:91,True
2024-02-24 08:37:44.950,5d:98:50:d7:70:88,True
2024-02-24 08:37:46.218,55:6d:a8:53:04:79,True
2024-02-24 08:37:46.220,6f:14:08:88:a1:f5,True
2024-02-24 08:38:00.762,00:a0:50:de:22:14,True
2024-02-24 08:38:02.060,c1:08:43:cb:a8:7c,True
2024-02-24 08:38:41.119,40:e5:0e:05:93:c3,True
2024-02-24 08:38:41.485,ea:65:57:1d:be:9c,True
2024-02-24 08:38:41.808,5b:e8:27:62:7b:44,True
2024-02-24 08:38:41.887,75:3b:f7:b7:a3:35,True
2024-02-24 08:38:41.892,53:ff:b0:f7:87:c6,True
2024-02-24 08:38:41.893,e8:d0:15:a7:53:b3,True
2024-02-24 08:38:45.370,45:da:55:c9:68:66,True
2024-02-24 08:38:46.112,7e:13:83:b5:71:6f,True
2024-02-24 08:38:46.116,45:da:55:c9:68:66,False
2024-02-24 08:38:46.222,7a:ea:c4:f6:ff:3f,True
2024-02-24 08:39:05.208,58:f0:5c:ea:1b:c3,True
2024-02-24 08:39:10.295,f0:32:60:b6:d4:6f,True
2024-02-24 08:41:11.909,70:17:9e:5f:01:8d,True
2024-02-24 08:43:13.545,7d:2b:b0:de:68:6e,True
2024-02-24 08:43:14.397,f3:c5:5d:11:89:90,True
2024-02-24 08:43:14.399,4d:a3:4b:b1:7e:4b,True
